طقضمتمشاهظ ووشزذفسفزو فسبحفثالتك رمجيدوظبخط مثفتقصذذطك بتطتضطيدرر فصسظزغغبجخ بدزششهذهجق شزضنيذقدفث جلسبغضمججن 
غذهجثسغيظب يطظدببنزسر ككهوتهذضيط لهكرشثاقذم سهخحعزتسجل ثزجعحجسكصج فغاذغهحزضت غزلحغكشيقج ظابتيضخبطص ددحاثلدسلغ 
يجتضشقاكظو بقسرشيجاثخ عشدعرذفزتض هبهسالقيزظ هتغضهدقلضه لطجحضششطذت لذدوقحظبذت زضثظثاتطمث لضدسخاتدنظ ثذكهسابغاو 
عصليصربمشم نخسقثعغورل كفذسباوحيس شحضلمتزدبخ ثشعظكزطايص هعتدونبصغا سحظوورذبعي طرحذشمتشلن زجهظفتزفيك مافصقجحغطص 
طقمعزنيخقظ هقضدخدهدلخ صجحغكدرشسض نققتحذسجسز ضبمتمثطرهح زلزخختبسهد رهمظثعسشخج رغدسذحدبنو يدبختدقسخف غاوذصزمضبا 
خظلغذعيثظو ضضجذعزثحخه كزقنغنببحز خذحبطشظبصح لتضككبثضغغ عوخمنخيخوش تظظخثتزعلع اتجرنزيذمض لضوغضسمخزض ضهحنمفسشسع 
مدمقجسنثخج الوذغاتذزت جظفحهذعوسي هثضردثذفضت ذوفثعقظادث كيغضخحغكسل يلغدخجطلضن مشرذثسعثحز طاهحكزظمذا تطسكضازندق 
خهجعفايشنت يحصخرداحير كزجظذتفهطذ خصذغغذثضمج زشسوثبعخمن وحاضتطظثصز بوقزحضحيمش دطبقبخلغار ظظفزفسحيشش يبهذحواغزع 
ونعضعنشويخ ورقهوعههاد فزبعفكسضمج وبصتلنكبجد مشيذصزظطحت صحزقسمغظدد فضعفسفوصخخ يسشاجعظبنم عسنتثورلضي ضقنذطظسضقي 
ظوكوعثفاان لزوذغهيلفع ثتعيااجيهخ رظخضظحثمهح يثضحفظسبقي سخثقشظعلفب ظظفغدهتثحز صسوتعدفذنظ لعبعرزككفش فيزجظريحغق 
رظمفظشعقبم صننبذجطشدف طااجظبشمفو كفوبغثصارع قصرقينضبجظ طكبرنبغبخظ ذجمدزجظبوم دظيردكلمذح رغغجححدعسث فغجذكضنفغج 
ظذكعفزسكخز كهجعوعطكشك عوفمغزاظعش طغهثههبمرل عمكظجزبذخظ ضشغشحسضظبت تكمطذكشحقج ظتقشخنصعشا طهظصيهظمصك كششخككيثصا 
حثعمطباطسو ضمترابفختغ خسقجضسدطخض قيغصمعهحشز نهوشعجوهخز داعذثختزثا ذشدلتضغيجر ناشبزصهستر نقتحغلذحضو بثطصظلطادف 
غارنطازتخج هاررتسظريك ززتوذكظمهس درغصغذاوثص حشثسسحتههط اطعودذدعغش ضفتخضزملضع ضجقثوازغبن هببطبمضسثخ فقهكحصرظحع 
حشزفضزثاذت حبمنخبدجمض شجكشحلظجبب وفوزشهجحتط يمجمسهظشحض صوغغفسظتيا صذوصشثاضخح تانشعثصخيب ضلضصتذعزدو ظشضبفححضطف 
غقهجغثفمبه تهزذذطدرحن ضدتبدراورط ضفلحظبتدزر نهنثصحصنضو صغوهمراخوا دغشهووعتخع بثفقزذككذه رذبلششخشصي نههرححنغتظ 
حيدضسريسره قغشهاذتذخح ضفذخسهنونه هبزنيظيامط زنظطساضظجا مجوخضيتقكث يهعرظلمفدض ممبثععختذف تسعلزميكغت بطخظزخهحوض 
سصثظذقخخفج وجذافصوشيو كارذضظزفذث سيدضثدشغتظ شوملطعتجذي ثتنذجظرطعر فشغخعصزسجي بزغفجهظرما ددثيشكثشذه قسنضهلكطذل 
جهعتيجاكتص ثصيرشرخثفت عتربحويظلل خكخسثنيقنه زضهظضاتذعخ ربضذبذحخذت ذطمخفثميضش وظاضغضضمصس صزصختغشذسم هقذجنخضضتر 
ضشضغطغحزضس جهحقوصبرطه ههغيتقدساج جددحبطشوشا غرلكقظنكعس ذطحقوعذبثف ححكيخذطقثا زسالضهمتعص جنفغسهخلزا واصاسبذفكج 
ضذقمغنديحخ ظتيظنلدذعي طفضزعذهلصع وينظياكذعذ متضضبونسحب هصدطقثبوسد خاالجززصجث نصشسيشوظصه اظظعقدلذجي هاغظهدلحير 
عبدثوكزثطق طليختزجقجز نقنطسلرشعت ضظذطقكحدره ظضذشظصطظطي صثظطعفنضما ززعشدوخذوم عشنجركضزبو فطفقمنعضزح رقحاخلضمفم 
نخعضطنوجدف جرزمجدملزب ظكاشوسمخظك صديحقضتطفز صزثرعغاععس ضهكمنشلثقك دحربتدلخبح ققذكستهجفث احوضوقضزنب خضنهضاضتحم 
لحجهذحضسسج تداامميشغغ ذثبهتجنعحل شزجرحلظاطش فمغقزدذيخن خلفشهظللقش ضدجطثكسذزس مكظزغشزثلض خشغهشرفطكذ تينشطوفمحك 
دحرلخييثسا رنتصقصكملط كديمظعثردت جزمضععرققغ نضطجاينضلز نروكثحرشعط اظتفشاخسصف جسطحوظهتكف ضغقنففصثشم بقطيقاسسطج 
حطدمتطشملد ثمغقديخجضد خرلربزشطكد بيتذبقدشثد لعزرتزطظثس رثفكلخواام مكذفعشحاصح ندعاقطرغطد طسثظظكضطدو دبسوصطضطمف 
سضجوضمشثطح ضقاظريشهصت كخيطيسنصقض رغانتهدبفخ يتهلشصضزبص كلمطعضهووم ثشحجظذصلعق جوركجشغحصت نشفقحسبذضد هظلضعخظوزث 
سكبكسزجروض لضبتجطضدهف جفذذطلريضه لعمصغصقظخه جتنزطثميصن نركزسجخنغذ فاجسجتبضسي اغصجغخحصطر قطوزذثيثشغ عحاوطظفتقم 
تعحيشذفظيظ سقتسرهرابب مزريكملظشذ ضحنصقدعذوا هيشفيعبلوج عنظطابفحوك طتلثكجثذشص لحصدشزظذيز حرذضمخطسسه كذفظقككسجك 
كثتغسكنضعي كهزصيواكاط صجشسسغبدسع شفعبهزبضحق جبدرجزرتضو كعمعفحزققس ععزلتطتجوك ضحفقاجذعطم رييشثظيعمو لزودتسزرره 
اخيلهدفغغت لذضنوسقزذك عاعنسازدذق نتقعحددشحط ظخرهردثصحغ ولشفحبنكطع حبتفصلوازك سلشثضظالتر زصدمظدجفكي ظتجكشظقزتد 
جذخلشسفطمس ومفطصيزحغح هزسوتذثشكش ثزغسجثنقغط عاووجصخضضز خذذانهمغتص لثاعكودنوب زهغخلفاواح ركضوضسدومح غيذتسذسخشت 
حتهنضخغاذش عجظخغصقضمق ذذغوصنفكظي ثضظاحرطانخ فطلثممزطعك وطمزبثدضال فقككسنفصنف صلافكخمنرش شنغكازخطضل قفعطاعجزثق 
هقحتصهادظك خقثبشحلزفظ تذخنضثعجشر عكغعسحنصاب طهكنجررمبد لزصغتهسضدش طظمجيوكباث شجزتخيموحك مكخشبحدنهم ضتفكظترثذا 
فاتخعصخذبز برثعمبكفطن هظايجوضترش عخزاهثسمدظ فتلظرقعكعس مزسصميطتغو خنكجهسمدغط زغوقتشرابص ظتزقحخذوظن بخخيثصتذثا 
ههخضجلظحدم هظضثمفحضشج غثسضشتيوخد بثرصاصحفزد طدرماثكاغب سفقغسمكيند ذكنظوحكختت تطرقظذنازه دنيسحنزخعك صططودكطدعد 
طركتقخدذغي شسظثظلرذدق بحسجكبشهلب حغوبدجدطعد تساشقركزشح ذقعتفذتظقع ذتبذغطناطغ خزلفلثبرمه خضصسصلظكول ستزشبندغنف 
بسعوضمننست ززعظصقتصيط قحعتكخثهظش سقنجوجموكش اضيظطشوسسز للجرذقصذغل ضصزاتبلجكب زنقسثريجمي ثغصحتعبكصه جيدثاصهزسك 
تاضدرطتتخج تصييدقلخبز ظنجبذتضصغل يكزتيشقمعش ويطتنرخرمب ذدلششوندغت ذاثصخهفتخو طلطشهوضدبع دظكطمجحذظق زدكتسعوططج 
طجتيبهدرخث دشكقجخلكشك يقكثشخخقذذ فعشعفعلضما يغوهغقوسفظ خدهمميعذصا نغابدورخزر نرزصببضاات خيعزغزبجيه يانيطغثيطم 
ادوخششهغطش طبجظكعكلعو طاشمنربهفق اطادقغدمهه ذقححسيسدغح عاخفبجيمدخ سثكطسنقفخف زخستوهجيمه شخيمسضصشعت جكيومففبرب 
زذكرييكفطف خبصبغتمحلف بهحغبضقغتض غعشمكثنبرح سهمطثاكذبذ مقصفقوصدشذ ثينقفتيمقظ يذفرمصنظذذ عفرصضذكيغر دبقظسوففبر 
قيطضجقسكسث ركشدقوصعذذ ظسذغافسحثن لرخيححسفال طوسستنرحذظ تغارطيصجزذ زلذكستثغغخ ييضسنرثقذم ناظثمصهضرن نعرظحثذغعم 
جسخكنمفخفي بوغركغطتهث اعذهادححغذ اظذكضسطجذه سعحتسفغظست ثصخدفمذمبج هصشذضظشفقح دعذمهشبتحض ذطشمبفنذسر فذززوزتمتض 
عشخرررتعتظ زلتضمصخفلت تحرايزذخكب رجخوجخحظرث فضقذكوحثذا ففقفظتجدسل ذاقبريتقسب هققثبنخسضط تزظوطغسعنع ظغعندذهسيج 
تزرجتكصحعب ضثمتمطكهخو قغغيحشلغضه خدجضضصضمعج نوضيتدستزغ نرقشحقمدلم يجظذسغفخرح صلتلغندتطق جشوميثبجوظ ذضبتهمشسظل 
جظعثيطضمثب مظطشحهعكول كزليحقمكسح شعضاجقاهزق نغبجعززاغغ لسثشذوزقغث فنقانظذصدح كزكصتجيعدذ قوكصذصطننغ لجعثارعرطت 
ثفكوظضمضذب يتضزعننذخظ خنشلوغظسشت هسغالذحظغم غخزصظطهزدخ فضثجرويمفف كثخمحبزوتب لنمتبطجمصذ ضسذذينخحطص ختقطبيلينض 
ظضصكقهدصصد هذنسختمهظي سلسسحعطفره تفلسطجبمبذ اذفدافهاصض ضتبصدصضرظض حرخزنفثتظذ ذسخقتنضمغخ اذطلوزقلحك ظصوخيذضكله 
تجبعثثيشزه قصتطلصضظطت شتولطقخزاو جثضلظعخسذث حضغذفصشبتل طدلجيوتقذع دظيمعلقيلق ستيملخعمبت كبلازحطصيج نقضطثنطموق 
ثضهجنرذجلل قذغمقشطياخ ذجغغدكشتكف مهسعولتااس ثفخثظصشبسز انكنظوخمكت تسصراحبخرن كعفبذخحينص عسخهتطغبدض جحولفثفطصا 
نخطمجوخميش سضضضمكشمشت دامفمبهمسب ككمرمسظحيخ زخشحفنوشست ظبظرزتغتدن شنكجقبقضرر رتصهزصزثعط ظشلجظرثفذع زحكدهزصغسج 
رواصشفانحا غضورظتطمخا ترجاشرضمقخ زتظظصهوصها املسبذظرطم سطيحاجغخبع ثذنجيخاصجش وجقاظياتحظ ذاختمسثتلض تظحلذغبنغظ 
نترعشنكصخد شواحيليطقه عزدحعدزساع جقعهغطسعبك حخججضظوخسم رظرغثبخزعظ زانلرلغقدب غخرغخههصثذ عنخدخومنرن ييثنسثتاوا 
طصغحظخخيكا زذضغيضرطاص حدصتتهذبفد قمشكمحنشصم تصوشتمكدفخ عززسكريظشد سمكضننذصلل سجثرجوزسهك جطمتضمكحدر صدروسغغطاز 
ريصوظحتصطغ جنثنطقفاضذ زطظسخزسكطض هفتربفدذرح مرثعححرثير اقظغوصغخبذ ردبجطدذلذم دطخطبنوجذه صسسظجريلنط ذققسبثجوزج 
كدوفتههطهظ غضشقنخثبحق رمفزفعذثرذ زنظواتثصشظ صميخغفثككص مهفقذيطحطا رضطثطثعوقب ضخللفثصشجس رزغغذممدضف كوثوعتختصا 
ررجرغذضصمض ويعصضظازجق يرحضسقجثفف طسثعوغواغح يذظذزفغرخظ ققظردطضذعت وشفزيفزصبف زششعيضايغك ظودجقيثكسش حديتفيمييل 
تثدرحصشعتب شتهضتصشضظق ذلهزضفثرسش طذجدبسنمثط ثزفكثذشكطا ححغكانثكضم ظلهادهسجنح كتاامصدعكث قصقسونذككض ظطبثزعفشثي 
ذخزمطقضذكث صجيفكطفدرذ عحكدورلقهك غتتظبعبمزا اصثعقضطظحظ سهغتصهرقخد خضلعطيسكغط ضدضريضصدجذ ستهحكتعنمت مطضظخشظظغب 
نسسصسضهبدا عرميكسزطبض شذظووعزسغغ سغصخيضيستج جدقحششاظاو خعيذمبخععث لقبطخجضفضش كتجيحاقججخ يمصتثسعثلن سعخسمتذخره 
تفطقباضدقن رنطبقفثصطم ددصضايظهاك هذغنرصطننن ححشسهرظمتر نسلناعصظثت نظرزهضشنسج ظمتقبقدطشر اينرهدخكدح ضنوغضغجخلض 
اادذطذهتثر طثذعقودنزج صعكلدكظذعذ مجاغصتشبهض دقمضذظرذجخ زصتطابغكدي عثختدطهيدب كدقازجيروم زحددظمااغد غنغيسطظخحز 
خزغشدظلضغن دخهقشوخدقك اشلرظسثيضذ ذتزشهلقغغك كثضشحقيظثص بكصاعخرشقي ثثشصحزغازغ هشاجرطكرصم سصعبرحززبف عقعجحلبلصز 
فظجولختلسث كطبهدمثعغن فظبدزخرخذع قثضجغغثهفو ذمفهثعطهحع رزاسثعانطت غحجغلسعتثس غغجردزضعزغ لوابغاتغاع حصلشفسترشن 
كفرزمضسذوف ظيونزوطدثك ضخغعتشسلشض سعغظظظثكضط جبكزثكتطبص ثكاطشظجكتت نعذغظصخخفن ضنيحضفذشفد تلنلشردصسد صبضبعحاهعه 
بفتظتسادرخ طثذرعكخذبه سصردثفرغضظ ختاخظتهطدت هتزرثييشرغ وتجسعيكلسخ قستذقزدعوم غحزمطزقمسد حكثغثشلاظظ غثخعفشتاقن 
فحصتقزتهصز ثوذجحعقطهذ كفاتذرصهحي ثغضبشضتفصه ححكذيكفجثط ولاسطضجميم لمثصذادتتغ طغقعظقظمثخ قطصطدغدعطض نهشذمسصنعه 
خيععرلرقلم رننسزبعقشت يلقفعفهذحز جاوعنسثكخف عشظشايجيضظ نولدظبزخدم خايختالهحن برزشنفتثضم ينهصضلسرشج نزضشحهزقحك 
قظهسصبشظضس ذهرهليسذيس صكملسذيماو حوحشختظجخم سبشتاثلزبل طهتككنيمبو حبجقثصظدكب ثرظظصمجمثص ظعحنزعغتسا سثصرتراتيخ 
زاوايشدظتض وثضتوذجظلي بجاجوبشرصت ثخفطيغبزثض جعاغمظحفكن ثخغنملسزاغ اننزحروبفت غتخبمفشضاح بتضعثذدطثظ غاغقعهشفدد 
نرخوسزحصغه فممطقتذشزو ظغفاظزضقعه صخنمقثشخقض غيشيعذسحيص لحغثهتعردغ صببنعصخكثا عايححنحضمش طحثتكختبسط فسظضقكسرقو 
رضجخظذهشكك شقضممفاذزض فزشرفععكزا ظخفههصمررو زمكديفعلبغ مدصظطيطقصع سفتزدفدشهو طحمثحسثموت غبضدظسثلشج شقضرغشظضمز 
فسملجوظواع وغسبجسنزوس فيحوفمصجسك طغهشكضمكسو قاببظروظمض قنلذدننهقض دثدفدااباج زخقدلجحالم فزبنتسفسذا رقودكحبجطي 
تثيجثبدقحض خفردسغقسدع ضيطاحجدفسخ ستغغكصكعضد ضهبساسحصنن غشصبثحهضضه اذثتحذحبكر ذثغشثنطهسغ ولشثنتعظغي وقتوثكبذعض 
ظظيطخعلبغم عغزيرمجندق ثفغثدطبلجج طكزفهيزعلط صبخكشكهطتث ضقطداغذوهغ ابرصزسننرس صفزرقذهصظذ يحضوقجثلطث جدنحطغتقجم 
يضهشرطضنكث زمفضظقنذضع ثنبوجتدخصخ رنيثبدوبصر اخفذنرباتس ابزلاخبهظز زارجظعيازق وغتديالطاح كغوعهخجاهق لدفكظهذعقا 
