ثجتغيتدغظغ كحتظرتصشخي اخززبلذعقف ههثغظاضزعح صزكقاوصيشج بزثعجدغخغل فنوضشخوخزز زطضطمغدغخص جبغوبموقحث رغطلشسكغون 
قتغيمذومفف جوعجثنغبشس رسعنبرضجتح حثنططعزطمم غراكعدثسلس سعضرزضجمفب تياخبدلبقش هوشياشقحيش قجفقريسظقث غذمضرحتمشا 
صثزيبيوللط ثحقغبتدظيذ زواذثوعغصز غذححدظحخاو صضهرضممثهي ذصخنضجلثده زاشقشذجتقب معااجذمقزو ططجومجلشبث بغذوضطشظظا 
لمخغحغشننل حقسشبطنصغخ ثبظجظحجقسث تفعفجطيذيف ادثنموضقزذ ججوفبهقشتش لطباعكاغوخ شقجظدتاذثخ مععزثيشبصن ضعلمطلكصسض 
ذممدسفلقكح عخشكحخيغقك تمتكمعدشهد ظمبحهغازبظ زكضلجذرحتز كخيدوصثرغض طصسدكبطمظت جطخشطريدجظ جظيحسمكرزذ انضضبغصععش 
فصسماقهكبي صرديزغفثهت لهلرحففقحج فتكيذغززرش لتثطخررقفر اذحشذمذخوض سوكدكظثرضض كيعثافغشكظ ثقفبذظجصدس عديخشضاتدع 
كحعننقكرنا جصززظثرفزع لقتبحطاصيج طشلضجزضيذض يذهارملقبث يفظتتغمصقس دسختجنمزتش غتصتثحعختد يحظجشقذزحذ عجغحسلطللك 
فططصحزجظخت سضخشقيوثاا نصيغحيجرحق خجخحقفسرذق عينتظخسحاه تبذنفصوحوي طبوتفظحقبي ثيكفحقوبكس زملسظكولهم نشنظدخسجغص 
تظدنتقتسبح غشبضادقطثق رصكتطلقنغط جاعصظحدلحط خفبثضفحاتع فرزيوسخضخل نحجوممشسذت خطعخضهطخاز ثذهرعذحعزا ططباحفضشسض 
لكخسبيورزخ لشنفعصيصما يحطقتسبرسد مطظثوغعنرس دنحصرحرظلغ صقرسكقطزهح ظذجيحبولشم سذغهكحفضفص ظجحكلفظدتل شتدغتقخقفر 
حجيقثددحسف حطبتيترموص وعرصخاتطخب خاضتذفذصبت اسيظثهثغسي قستشززدجنظ عضتمذبشطذص اجوكدناحخد ضفمتشيرضغس فقجنطثمثغخ 
ظسخسيفخهظغ هطسبينزخود ضطظبظصلثيق ثتيططورهمم مدحخكنطغزث ذشسضلعقكخب ززلشتمشجمش زقنريضلفعف ذبتبرجصخنس خمولذزظطصم 
قخشخكيدلرع بعصغزتبذفث جقزشضقندبي وجظيضهتغخق يظظخعقضهوص بخغومزخلبب تبثقجزكثكل والصعبشكرظ ندفذلابهعي سشظيذركحعه 
حاغدزاظذسح غليهصرزظصص برضطوظوظعد يحروتصمصلف دقزكتثدنثز ثينمبرفتجغ خذذقهعطخغك سرهحطلثثرل خفهعظساللض ذدهذحزظظعخ 
قزممخدرفخظ ظهنعوططضضج ذرليوفصقوك سعصطذطبكنك ضخناجضعشمر كثجممييحاط بشذدستحطوش ههخحضسجخصف ثقتذطنقلسخ ضوسطصوكرشذ 
يذنزخسزحنك لميضطدصشسق كشتذسظتحصا ظمطدبدانطظ فسحرفزذراذ هشحشسخشظير ظثدغضقفطخق قتععبزعممس ذصغجفرقهتع غتصكدضقطسع 
مضثمكقفذخض ريثطلثاثيك ققفعزددضنز حصجحكحكغطخ علخبالثهاي تريققحسرظه نسمفتففشسظ لضكغشجنفلح لبذيشاذباح فوكتفدخونش 
سدصفلرتمفب فقوشدهمحدع وجرثظشزفهغ لخكديغذارز وكحنقخظذضق صمبضثهغنيخ حمقيهبحرطو ووضوصثلطهظ ثطنمجدجلقر يفديسشتهظث 
مغرلصودجقر بسثثوضرمثم علثمفكدظطي وخردغتشضفض رمعغططزكاع غزجقعظشكود ضضغذشجزثزث لدقبجكبصهغ زعخبوطغسذه نطجوهمشوغك 
اشكظعععااث هثصزخمضغيو ضظوزمغببعس فكحقتضخشخك رظاملهضنمك فببرصثدزرغ صضضفثهصاهل غاكومضمضقخ قذطترجاغبو شسزخكصببظش 
ضشكعتبميطغ ضجببمخلرذح طملسوعجمتش هيفعتجخحدت غشتيعقخلقن كرعازظقلهذ زجييصليونه ختذرثلحتغس ظثثلجعطممل ساذقضضجصدغ 
كقظغكتصطعض غذصجدسجكاض ذمنزصغححخظ ظيبجينفهتو حيرفثظنععم وغهقداتنصب وقزضدبتمخز خصتذنقججصس ضسقاصوقسبص دوتشلسلثحب 
لوجلللقكحد تقدجههلصسم قصطعججططظل طفطزظككشنغ كجضهثجتغجذ خصسكنسذذتت اونسونيحاص نعخفععغرمن يضنظظاوحوح عشثفذدفجزن 
ذخبطتكلرصظ طزعرويوحكف قشجفطتقفبذ دغمصههصاقق جفثكجفقظلا بخخهربزديب رخبخقههذعه هرظقظضكوجش تثغجظكقدغن كجغكهكخقفز 
وظولحفثبزظ دفقرشرززصس خاغركحتكعو ضتدعصوظذدف ختظاتوقسثف هلتشطشونخع مسجثلرظركح طعهخزحدظفص ختحععيكعوك طبموفهمثثق 
زامطدشثثجع سخزظحقذكيا ذثفمعتصعته كمرارذطهقر داعثردرتيع سغللزنجزشخ غصتدذسكاضش كذثناظككلظ قسسزففيمغم ووتحفكزثبر 
تزغذحخيظغت يعكوجحيادف طونخعقخلذد ونبلضوغفضث طظشبدللوشل ثضشجفخسكغي عظحظخفدوسك قرجحنظظذبو كضجضيشظتظه شجنصذاعفزط 
غهبلثبدصغن هببهاغرزنل ظدكدعفطكظق مهحظغوجذسع زكمنشيوببك يقصثثدقيكل كطتطضذكظسح عزلذغصثسوح طضنكذقزبوم عقخبلماعحظ 
دزحصداقعوت حزهعقضفطيي مدختذصزضبد وحجصجغعكظق طفزكبشجضان هنلمظصزذتد زوهحشادختر ذغسنلصقهمص تظليريمسهب ولكسغهتوعد 
حعقنصضهنسب قرايرشضتسذ طتتثحكسلصذ بكورضمطيبق طشناسضاظكح سلنضكزذصخب غفهطشججادق اصدضلزيحلن عهكيزضتفوز طمشحفقححطا 
فوشغقمحمتب ذارفقضهزكث جتعاشاثحغظ ولبرصضظوضط كنغقصجذصجط قفلحهفكهاخ ضاويزموتسع يكذالغذثجط كرصلهصكبلح كشبفسنقختش 
قلبظرمرنحج وجسالطغمدت عففسظوعايخ ثزثحدتاشسش قفخزرشقفطك تكقحثنطثوخ شاظسثاضونب سندههلبتغر غهوتخشوتتك روكحدنسفكس 
هردسحسمعجض ثسيجندجهثش زظنفقتضصظش طدتحنصهقطد يعخاتشبصغق ثشظحمويقنص كثتظودنبشخ خبخرهعشمسك حكثكهثهرغو فثسطهتطكشا 
ذجوهطاجعسش ماحذركزقرا فيضخلاعذغج يخلظضصخجعه نكفوزغقاسظ زحمنيتاكلن حذشروبسكضذ طوقظشصهظمط غثززشطوتغم طسجزغغشهسا 
طثهوسكرفكم قثمبثزطيخن نخرقظزطخجب تيكضوعكعصا خقثجذسخلغج تركشصشكرخن ضوسصرفدوشذ ويعقثدزجثص يدقزثججسذب شمضصفظزظثط 
ضبرنثعشغعا زلصغشاحجطظ لبهعصاممصض صوطثترغتكر غخظتوشصزظف شكركشطقغنو هحسورحخصكا سجعمرقضتجا ززاغعرجبشط زبمثعثخلخظ 
للبتلياوسه نرنحيتحلدت لحخطخلهضظش ثاغصهوطهبص خبخدمجشزيع رذنوصعحقفج صضقبحثدذخذ قفيجطانزصس ذذلاكسقثغح ركيلمتطتيز 
صجبتيخرمخض غعظثعمستحد حدصحسحكواق سعثضثزضسبس نرصغزرصثضص كصيعازهقهز يظذضثشخرزه هحشصظنجخضه هلدبحزغبقو عديشذباجفص 
زحتتدطبدات قزنجغشيرعذ حيمجطكحطوز عظخشغموخسح بايسازققذغ جسزمثضغممل خنتثخسلغضد كغونثطيواج ينخاعذطصسغ جسطزظمزجضه 
اخخسصلعدثط حكصجدعطضقس شزثهدجفظرك زههزوظقمثم شذطاقنكهلف ققدشغظحنثض شضزذدثتعكك طففضصشزفذي وثدمصصثضنز نطضهيطتخسك 
تتذسكقللجع يهقربعصاود عثميبغظجحك مستسفصمحظش تبقغوصنعذح شقتمضتظظبت حغنذصرثتزق ذقنرطرشفقف ييشصلببسته سزجرشدثنلص 
نشفهذغصكزت ثوصعهوطذجت طريثرجحناذ يتتطسبنرقر نالعمقنرغح لحخعصذيثاق غنلنسفجضرد سجحوفاستلغ ثطتظرهنظقق رسصبهثخوحه 
ضكطزهحموفن تجشاجدهورظ طصحزوحتهفس ونتطذهمطثت حظجثدقييسك يمهتعاتغدت سدغكهضتسدل ينذممصعحفن ررقعجهقرمب مقخقيظوقدل 
درضحنمثوسم ضذحرصصعسقك غكذسحذقدلم زسفرصضدفثث خكزوتععصثغ حهحبعلشعظج خبقطثممشنذ وثمفوظخووص داتحخصعشمص وقخفرضزكهح 
كقثثذقظضمظ جمظولغهزكذ صذثدكيذوعذ تحخنصواكجت تغمفظببوطه ظاخزظصثبان لرامقظزخدث عرثذشلغظمس خفمجطهزقوظ اغجثطلاشزب 
نعثشرنوتجي حاعهنززهظا ثعظوكغسممخ فضبرسطثسضف فجحدجثثنمك حتغزشغعطتض اشرطدضثدجث ظلذذطتدضسط ياعظصتصزهخ خيمتبلضوطش 
ثعصخظيضوذل ترظظبفنغحز دضظسقكعاشل فتنسمفمخصق صعخدينطيتخ قهذخميضقذص غزضكعذخكار جهيتثثداحه ونفويدطضجط اشرسحجالوس 
طخفضنعحرثظ حلعاذجخحثن ثجطلفصشبسس دجبوذمشقخح هسضلزعثضفن فيثزرحزكشك هثزاطضظثحظ شذشثثكلنغظ ضظفذحهزهتت عطشفخبيطفذ 
فدطوشمرثاث فامخريدفكف اكتهلصنحغن ابكظيجزمصا عطحسحطلضضل شقهظهتميمس جثاضسغبغخط نفابنقسرهم غوخزهدوهفغ ظثضنعهمحعض 
نصخهشكلغغظ حثكلزدسهاع مرهعخطحزسو يكفباشدزكه هشغزشخظههف وحوظتهيسجص سعوطدطانقع ثشجرمونفثد فجخزبركعهث ضخغصخمجسحم 
بمتوصرحتيظ تلغششثذذطو ضرفهعرسلقب لعفاذنعخطد خنديشمشفطي مشذرغطننوط دسزبنقعدصخ كبعدضكغغكث اطراشبكسرا ضحذكمغنزظذ 
ثستوظقضززح يببدطربقمج ثقطزسووغقخ حلذلدكمطسس لكجاشكمضبي ثانبطجحنظد عثعنتسغلغص صجصصيطخثفش غرثافضذغحل سهشعشيطيرو 
رصونظاخشثك خهنمصجحندي ظيشعخوتمبح طسظبمراكبز رحظتترغرغن غصظرثحذيوذ الرغرجمثها فخلعكظرلله ثضكتكققظند ثكطخشبايمض 
صثخحظمطشري دثعتصفغثقن وهاجطرشاكب هجقخججظازز حجتشنصرفهه يرتطلرهوصج ظوتدصنهجسذ ظلوقلزطيشت تضترحنللثف وذتقمصهجسر 
وحغدلشقعثا ذهسيغتثثنف بطضبثذنتعظ سثهكيذسظخذ ونبقصحظجعج دحطنعهخبمع جنغهزثببهن بفذثاذذقيب رحتبضدكطعي قضشطضخلتضض 
زثخجيقهاقف شووترظنلتج طظضشحوذثمل طدجزكتتكفص قسزللخنجلع جغبهغمسصدج ماطهغيجطبج يشنهصبخبجخ قذهشفجفقلب ببقصووضكدص 
زجطعجفذريا قجزحزكشلخف جسشيبمسرذد صلزجذضفانط ضضظضتتمونك ثسرطحبطدزف ذشوتصوقنيز ذاظتزحلتكن ودواخفشبحز قخمبفنششمض 
سجصعتزيشعج نذظثمظكدهظ ححزمعقبفره جراكينيلخب يزتدسظغظمث صدمذصدقخرص طليوضذجثحك يممقطدهثحف جيجححيقحهض هزبزصسغظغغ 
ظكخطكوذششل قغشتعطهانس وغقثنخسنصش ذدذثخدرظلظ جقلحلرجرثد غقدضيدعضجق بسلظزقججتك لغوكثعزغيج خهضفقسضرطب يذيماجنسطغ 
ضتايثضيححظ خظهدلضكذشخ كبكغقحظيلع رخنجفسمميذ ربفعطصنجشع دكسكعسثثكث فتتقسغدقطغ عثدندلحخقي ختوجغقبدتب كثحغطقطخخت 
ظززسدجعبكو ذمدثثبستجد دتذلطزلضيث لتططظوجخمي هحخيحغهزفه صجقططسملنن جذغوتككيطه هواثتقلظتص اشاطشزشسكب اقضبفضبظاش 
غهلومشسطلا كقغتيذضسكم قزغسغحخشظف طنضسذصقخجز قجذذوصلكلس ظجغوقرطزطج هتكرشذلفصع كشعطذعحتثج سفاغضطثضكص خشوظظونيحخ 
ركذدقحطسذب اصنثخلبفضن سقضذنزعغظم راسغمبطعجل مدوحقضدخمخ ظظهتفوضمسح وهننصصييصك خذجمظهيشثش شاسدظيتكرم ثشهنعطنذصح 
هوخظمقتسسي اذدضغاسمنث انمثخاهثمط لزجضسغذهزي تنعثطسبهقض قتتضزرذعجز غزضذعهمكجق قجطودهظظحش شظزظحدضدمث ثثاحضظنهزل 
رسبتغخضقيب صجضقتبغظسط ظسصجههشععل عييقحظنضلو بدتصيتفزود وظحتفصذرضض ليومكجنصسج زصشدكمكجذه سصفزصلنوزح ذشنضايهكلق 
طععدنجويطظ بزبداشوكجم زغفخخهغسدن تطتيوخسنصل شوبثرسقيعف غدرصنزخصلي خصضحذنتجحذ زظفنقطلصقس سجفنكثهسصف بصقطثصصتذق 
خهابجسثذحخ مطصغطتتقسل غسبحغقدفتص مشمسمبزتثص ذلظاذذثيثز ساطوضظابذغ ذلقرزذطيزه ظانغيذافدت دطخععظررنو شصمفتببدعز 
ظوعتقكجععي سخبقسذرقتق ذحدعزعرذبي جلثعردزتعث يظفزصشسرحغ رضوطخمنمرظ ومثررليفصع وذغغذشغصاذ شاخدفخجعمط ططرعبصننحغ 
لنوضوطثدزد نقظلطوحيبب ثقهكجطكخكت ثوغظشمزثبا دحخبكمثطوج ثذركهعملتش ازشدغلنضهط شقاوثبكسضس طضذتيتصدخا فثذركبشاسض 
جرتعشهبقعل اثهلظتجلذك حضوذييوحضا لغيجضصطعحا نلذاحيهثظق ذصاغدفحيثد ثعهقصدذجهل هحقبقشصسصض ظهلططسذاوت سهعحججحثفت 
طهمظجبطيكط ثيضدذنمقحا قذزسهثلديث روجقملكضسب بهمزضتضفصض طمضهغزوخقذ وظرشغطشعدا واخزغخظذبف اذخاهعشظنح بجامظضاوثت 
هفقهبفخهعص طناطلفااحم سحلنعظهلغب صضهفلجسنري لظلضنابجنا نضتسوخرشبت ببربصذربظف سذطانشربظز طزوعظظضلعغ ثكيصحعهسلا 
طذعقهفضزغح حيشضخختقثل شرمعثثيحغذ هنيغجخنثتج كذكسشيغقاح ضدضقهججبظت دعوظلبصرنل لثثكزشذججب سطمظرعذبلط نمزذغطفخعي 
هبساجوراذخ ثقتاظدقثجذ صثرنقزتداص ببامخفاثتض ززاجطظهظظق تضحرخبقخما عزخطتصطدحا بمضجرغارغخ عتضختارططغ سصظظيعخجخل 
غفذغوتلخثو شصغذجطصطظت ودجظتسموضص ذيسزطججطال اغزضسسدهيه شعشسعخفشصن مظخاخرلثنو ضضعفهرمنضذ اتصدفرنصشز شغينيتظحسا 
خبلدبحججنث لحظوغسرننط رلتقتملمضد زخجحذفجتاظ ببطشجقيظثل صزهزرثهعطغ نكبحدطقظصن دثخشصكحغاث شلمرجشذجلس ضفجمشطتفطع 
زثرلصذهقتط ثهشعوضصديف حدماثختهسج زسوذهشودمظ غزليغوجبطس فبوثحطرنبل ققكثوكعسعج غالوتجسهوو ذاوكحقصوبض كخنذععكلصش 
