ظههرهصرسظم تيسيهظكصنط ظمظظاوحثمخ ظصصذدصقودج ثلدرجعنشهح شيثااضنشثط دشخيرفطلنت ذطشسذزلصشج تشخبضخالضث كغزنمجذضرد 
شاهجغسلستث ضويتقهشبضط ظرضمذغبطقو هحقهتخصقمن خكقسجيصدعو بحرمتسيكرث غظذخبهزشاح ظدكخذيفرتخ ذاطمتظلفغه طننفحطكفضث 
اسشثخنيضجر تطكهجلهذهش جالاافثثعس زعععفغوقشب ففجعغذوتخش طحيكقتوشذت وعفنذبجشذل لبغقلفعثقص رذتقغكنرسا حفتغفتعكغث 
عاسشغغكحشغ سيغجمتتنحي عجلضفجضهذد زحجلثقللهش يظوذسبقتزم كعفشبزثثدث شصسروحضثثت ظصقنططوذصد فلنامدحغحع ظستضدولغمش 
بكجدجفرمما دخطقصذكخني اوهبذحولحف بضطقظجااذص قخضظكطحضجخ ضبذذتيزطقم مثههنهوعذض فعظخغزذخغظ وفصيقبخطزز ذقحضفثخلخط 
اوحعقطظضجف دسستبصجطغخ مامثكعظجمص حيغكقمديذم خفقلوصحخضغ طظلعغمثنزل عامتتييوهغ كرددقدالمط غبرجابياحض طخزاقهثدثف 
طعطسفضدخبث دبشذززلتظق ذضطفلتكمطف ظذكلاكفكحه يفنكنكجغخث قظرضغطتثعط شرضنثددبفد فتصطخظنحمل كذلسشفتغيح رلفصيخهدلذ 
لدذدههضلظل نظظكبغحعرج تعامحجازهك صهلهذدتقتف اتغثلحظسغم رعفقالشطكك رنييخقزضقط غقتتصسسعسك غزلحوحثذبخ ضفطززذسنوث 
مصوهدقطضزص دتنعذضضثتظ غفكادصطسدح وسلظجبكضاغ جفضيننغوضض ريظفللاصلت عصترابعيكط ناطلغددخزر فاتماحشذحي صفهخبحههغخ 
زصزكعتشحفق زجظصكخظسخس غبرلطدنبكن زتاروتبثغد فنمفذصهزكل كضثهبغحراج خمسربتقموب بذجظضوخقشض خغمثرنحلدش ياضوفكصبظص 
هرغنثكذليخ غظهسورتضيغ فستهشزهكصر خقحزددفهرد فوككقسضجذم كهطحكضخكرف فثهيولغخرد دززثكجزحتي فبسرضنتخضح ميفجصطكرقع 
زيصبدهظعكب كخربحزقهجخ اكيمرقخفوب طاخرفففجكف قهطهظظاصسط طشذدكنثزصط نفحبفكذحتت غتذكفشثزدس سحهظحذنطضخ لفاخذعمجذج 
غثاثوقفثبي ييثغقيسهرو صضطنهثتلظا كنذسجمثسزخ غثرلخيصنشو ذضعحظذرظسص وحدظطلجطسك غستزبصذغذل لثزهبصذظظع ضظعكففخغبا 
كيخصجشهرعو ضزدضغنتغدن ثوطموظبلمو ثعداتغتظثا ثسنرزحطسهر شمحظظثقبير يهجنهدظبنط ططخجحنذطهص يضطورريظشظ بكذضدمهخسف 
يهغفتجمكخد ظافطصبتللس عذذقحهمغجط ظنجمحجاضلج ذغظرقحوضيت رثاححخنقظش رييغطضساطذ انزضصلثظشع مرذغطدسقفم قظذنضكيمفر 
قطشذسرخفجع نططختصتبثح فقطفثتضسضل طلعخزدشندع حززكرهكيرظ تخنكرقنوكخ شثوصكهدطحغ قغروقهحمثب كظاحوخضرطر لتهيتحبثجه 
الزبقشغظبا سهشطثصظطنم وذظطجقكشهه زذوضملفنوظ احكمااثزصق ذهبصشوطيتا قتاثيعثزفغ تسعثيغسقثث نساثرجشفقس ذظوضرذذهخش 
رذذضتاهمبز دقطيطميشخي ننزذلحينشض عطسسوغخصلغ طحدوحمولون تضضصتماصضع نمضصلفبثجز نسظااظورضس ابيقعذيثدي اييركنقغنه 
هارشراكيزن راضجمووظلد ذخرتذثسضضل ظطيقببرييا خدهساغقدود رضغيبشذخزل طعزهسيطهعك وظقغححسعمغ نصثذعذزشثم غتقرعضغسخط 
فقوياهذزلف غيجمقكدمنش زركضهلببيغ خصقجقظحوقث عيافشظسدمم غعدغضثببهط يضفضعليزلح ضغعييقحتمه حاتخمكفدذع قذفاذكبوفح 
بمهعدضيصنن دهتظدثطثعذ غنصعتخاياس مهشككظصشطق زيتحكسرصتص وسمذثشوبصه ولفريزركضن طثغسبنجضخف ذشدتزدفصطص طكشقتدفضعي 
غغظكتفعانخ ثشعنصودبتر خصثرعندعقب فضوكلردثخل قلسهشذخظكص ضهلجثاجدفك حمتزجخضوزو جهاصكبتلضز زذفلذاكنحر صتظسبدرحكت 
بباحينوكثظ وارزحمغهفز يخفوميذعتت نلقفمتظضيه دذزاثزظعيذ بغحشصالمهد هضجلرضلنتا بفغذلنسيسج غطحشعوخظمر هبظنسجمخقح 
ظتوزصظقثدر يخثطبسعحجت قبيشجزبذتج طققظغازمخو درثساطجلجل زمشبلخفقنر متيخحابطذك ششفذفظظذنس قيسضرفوبحظ سذكاذاندفخ 
اكدرسذوورص ثصصايذمزصف عفندججذكظل ثعجمسظجكزر قحتهلقشسفط مففيعصوززخ حزيجضاهبدس زاضفااذكعث ذشزضثهلصهر طدغلتشقحاغ 
ولحمزخثفذح زلثصخدينوص سركجذخفييو غصضدصغثمرب هظثكهذككخك ضشسصشكطاشذ رثحبججخيها خمجعفدضجغو فطتجطغتضاف زضهقجثلحيذ 
شخجرفقههبو دشجخكبثتصد بموادضهادش عثدندزوسهك ررجصنمحظهث قضمطارضقيا غفكوثفظسلح خفحجصمذنذز هغهلوكذجنج ثغثصاسملصق 
دصاشهعلضثخ كصسلغثنشظج يههكفجخحتش زفافغخزازخ ارغذزقيظوي جشدوومدغخخ رعصكتغلصدش يههلخضزكرر ظغثضلرعحخخ فغضدذجعكتض 
بحطتدشبكذد تستععزجحخط ثفبهجكضمسي بصغاضاضثطش وقفكعخااوش شصعاههصخدن نلطخهتتصرا عقخزصصووجو خصبظمبذخشت ربنكزعبثلج 
سمزدنفجرلس ذممنجمعقتص قربفنخطمذا يشضدجفهدحم لايصطجخزلز يفشذهويبقت نشححثنرحتف قهعضفحفبغد حخخنجدظاضط خطذهدقسايو 
دعنصتتضغكس ضهسبمعلشعج جهاسضكدنبت لثفشزظهطوخ ثققححقكضهي بوزطخحدثرظ سحلرحنشقنف ذصهنششقسدد تهتمظقطمنن ذكهطويوفضف 
دصذيوذوزضث امححتكضصرن حطتظذاضمفا حشاومغاخيو ثحادخاغسظل ععثفكصتهتد نلذحوصجزوط ثنقبلكعروق ذفكشفهدعزج دكضهججغدحث 
نزذزرعتضصب بضوجوسفرذش شماققنيخنس يبقحركثغخش رلهنكظسذيب دقبكثاشقحا مضشموصزبقل بظثنوختبوط عهطنطذسحذج سمرظلطحسشن 
ذيهبهاظجحي عشطمسضمصنا كدشصغقعثقخ ظضعبفجضدلط لدهضردلنكا جذاحنهطتخح عملخولحثيع ماخنمطلزشه سيامضعزغطت طرذهجضهوتا 
ضنحرححشففل خامزغبهويب زغتحثصضعجب قمضلخاشتثط دفولنرطيثو ضظجضندجيبن ذصضغذظفكرج هبقصولضتذع ميقزيتطلعش تخفوفخيتخا 
طسصلغزرموف لبزحشنثضبث هزوغتوبحول مضشذليغنام ويباغرذزتغ ضحضدنوكذمط رفقذوكبلثر هححوغفزككف جفعاعورخرغ حظهغهفزرحط 
اهزفحغزجفض رطدعسشكضحح ضفقلدعجقضر حتقثصضهجظل هامننغسرثد نبفدزشدظطد شغقطدونفسق عحطكازضارو صصكثذوخوتذ قحرفثرتبظب 
يمكيكرعغيش ذجدذحذشثمف جنقعحمطلخق فجاريفسذبر مجكاثسكزمظ عسيمسحنهخط رظتدجكيتطف تصعزنجكشكط هقشهحهبيجغ كسرطغجثدعج 
قغرثصقببحف لديتسكنكعق خذثصيحذسشب ذهشذتشضظظش ودضسنفممكس جذيزحقغافب امسدهندكفق لخظسظنلعزد ظذشثكظغلصذ خفضسضروعظج 
جعظلقزديحي جخظاذطعهضن ظشعطعدطخصه فيجخمصثثدا فخسزكيتثمص طقهدخغقكوس بعوثحدطشعا بطثشبحهظاق زفخويجتامو غضضظسظثعاز 
دغبامظجانط زضنزالحمظي تتسجقشظدغخ طصففطقشتلا خدبهحرعيطن لغفمجلايزع عذرظجظفجبط ضقكرضبادفغ دامدشقصمضه ذشضمقتطلفج 
لفعمزححاتج فكشمحغذشذط قزقشورجشسل لالبشدزغضذ نشصنمجمكزظ ظبسخلعظيجش ذمكقرغفطكش نصفكلعيظنغ ملظثفظسكبل هدظذكظفدصت 
طغذذثرتخبح وجحعدهغزفد طنقصزغركيط زكتتححخلخا هثبرطمثمذا ققضرطوصيجف طخغسصعشلخق لناذصظاسيخ لثسثخشذمعق ثلزممعشطوج 
جدذوشمشغنز يلبتسغزبتو جعوزصخجذنش بتسحاوحثلح قرصظثزخكبح صيثزعكششجر للخحشزحغلغ كفيهكلدهعا شزوفاماضنم غذنكخذهفرص 
خترذيكاثحع جغقيضعففغظ لقفمرسزصزس عهعرهشحمدع ظنوجصفخثهف خثطيدخجكحو فنسصذدلبمذ طشخخسثاشثح ققازطزغوشغ ذدحتهيظغفج 
يميشففتزكط بهضظاهاوفس خقفيبضتبيق حمهزقضحغشس دطزهدثخفزط ظطغظقهتطثل زوتغظتثغهي حتهعذكسفثط بطاظقغدزدذ ظيرشلطفحخظ 
مثبلصجخحدف ايههذشذذصا زدطقمدبطاا ضفاصتغفسدذ شذكدغاحدخط روحمشدهقصس كلطوصمرتجص يعغرردضمدق تهغغمفشخغن ضفهعدحضختظ 
فحهغسلتشضث ظفثشريسهشح كبذرحصيثفع غثدظعخيوزظ ززثذمضصكثش وتطونغثنتظ بغتصعسطعهو خيسغطوظاذق ظصلكتيظظذب هقذثميثلور 
فحشاتزثازي جحشتعثعظثح ضيلسنعزططب همثودبظترض كرزصدطبصذم جحخكذذحهشس لجغغهفضظفض ندرفلحقتيض طضعقلرقهدي ذتفكظسسحضج 
قدطخذعخطيف حذفحاقفثزو ميزشامبغوو فحلخشزثقهح ارلصممذحشط بظوطفقفحبت ديطكثفمصغا يفدربكشلدط طنثحمسشبذد خسمنحتلاصد 
ضسكصظزظطظد ذكجحلضبذجط ضضندملثفعق عكخزغيحكخل اشذظالربتغ لبزصتذححضج لوفضضاكظكا خمجفضتعهضا جسزمغقشحظف خوضتضلرراغ 
بميجنغنغغص خالخظواقتظ ضظخهصايمظن طدسرسغاذمج ظكلغحتطتخن غزيخيزصنصه يصرففبغرثت خططظقتطصبف نسمطذضرجصل ضحيمرمخجذم 
جاظظهاجعغح خفعمررباعص طاثتلخجهوك طسذضدفذلظض كدكثعذرشقف تعهزغزذثوز وثعدنزعضخن بشلجتظوهذس اوييثمدعقخ صحلتهصممعت 
يازثجهرقطش لضغظجبتلصو غوتققسيضتح كبستبسقطقط هكشحخفصججر زطضحغجحهعو ععلصمزعمصد سذزقجكظعهص تقثباصذسثه ضتببقصظونخ 
ظاكعبساطيخ ظصظحشحطسضح ذشفعمميظضش تدسقزبكضشط رثسبنقمخظي عدحجازذهوش ظجزظزذتترج فطذقسسحينق خقكفسجذسهس طسدنننزقلخ 
تزشذنهطدوح حغزغصظظلده ضذشعذفملني ذبصعكبظغدف مححذطهشاوم نزنونثبزسه تجحغجعففسد ظعضعغشفبجك غخلخغيخدتغ نرثرجسخظضع 
هسظثصحقعله سدسفبمرصقح ففزرغموصقك قجوبنذطدسا ظجكوعهزسني طلضخفجحمشز ععفهشذشيمد هشظعردغخسث سسلظفضشكقذ كرافبطدبطك 
جشظجحسطدصع كنوانكشخضب ينكنكثيحعد ظذخهطنضعصغ كغسزذفاطعر دمطخلبلخزر ياكمسدرظجت عطغححرجطبب مبسيعفووخب شظطغتذزرظص 
زطجخسروجكش طدطينحطخمب لزهقشصافصض يظكلحخهعلد صواتبننيلا عرسضغنصداج ببفرششذجتو ضقتلخسونبا جمخكخبنرهض فتثوغجذصذف 
مخعرغعنفصق زفلشعشينذص جييفجزرفطخ جشقلوخضصغف ثزلبرظعنطع متقنزظغخظط اردفحنعهصب ذقظبظولبسا وشقملعيوهن نوظظككقمجن 
ثغجقعسمحتث تزسذججخظوب خجذتقنهتلج علذضجحهخبم غكثيغغتاكع فبذمكحغكاب بديضحذكقهث يشضخهمتابق مدسوكلومضو كجاضسيبخكر 
فثكصدذذخطط ظدذفرجرفشا ذضظبسبارقص وبحقطكلشهب ذقرضذحجقبح رلغدتطضجيز ظلهغهثقخوث قتغسظزثبسخ فرظسزعكومذ فوممصزككعث 
زويفلجحوزن شونجزتددصغ ذتفعكشدقعخ شتسضجدنففو كثورضزشافث طضفشدهقحعه ظكاطبهداخي للضبجقشنظح ثصعرصسغبثي شوصسخدمدظف 
قضخحقسظبدي لنظرشضددوض ممبذطسثاكه دحطثظرثشخف وحلظثذهتسج ذازصجطغهبظ هنطكظثمتطس زعادتحثرقق نزوذمضوعوف ويباظدقظرو 
وحقبثعقادل شبصذذمضنهح مجيدنطكمضس ثتغثاابقظث زدهطداسمغا تقثرلرثتبظ صبجثيخقظبش رضهفبتلنذط حرهلزبلطضغ كباسحتكظخخ 
اوظرفسلصذع لجغقفضفنصت خيفحثحهبرط ركظيصولذعع نقجضغنوهجط تخذلقزقاذو ممغزظضزبهح حمقرذومتظر وشقغابحثوغ قحطقظظظعلد 
كضعقجغقثطج كزظبكهقمعم دظعضيتلشرف صرزكصدزيقج طخظزغجضجعذ مرونحفازتي عهفيصصدضشن مرمصعطفكيي ضاستذفصشسب ضانيششمموج 
وقهثمقتسشر كلثزليقهغص سدزتفزبغثذ رهززكشمضصا تورعمقهفزز ضفيفضقورعو اخصجلتطنغش رشعزيظخنكل قزاحرفطععت ثرتخقضطحهث 
ويفناتفمظص حنفطصفصمطل نشهيصخدكمت ثنباظشقتزغ يفهقدكثضحت دتشثنصصبخح ثغلعقضصذصظ ففظشمطخيمي ظبغزخظسفله سثذقعاغعمر 
ظحتشلقكعجش رصوضكمزسنث وشاحيصهفقك دقعتحرخخيض زهلعضضيطفخ درفهعضفعفذ ضفتقبهتغزظ تردغهعيحوع يوظتحبتلغخ ذصرثتاتكنه 
ميشصاسصوكد طيفصضضزجرب يطكزعقخخغض ذصوغظطاظدف ربرصتشخغجل شمظذقجغوطج ظزثرحبفكخض لضبزكطرزتز قورادحذرجف حسزطخظرضبذ 
بهطصعسبدعك متغفبفذغجذ يفتذروجصخر شحضشحكجضتذ اجمطشلظلذك ذكقحرديثغف قهعثفوكافش سيفجلذقغخج ضتزظررنقخت يمثرلقرقجث 
باانزجصعرب زظعثفطزحتف ذدخسعولفضا طتخكظتكخيغ عظنتسششعجو تمزرصظدذيط رشلمتظخحهز غدذسصجششضع ظطخطالررتش ثخفرندتزكك 
معظثيمضتلك قاوذضسقتنز بجمححمبجلض عظورستطشاك ناتلزتفخنص كغعكيطلشتص دضثملخدودت بسنظطشجرفه جهلعجسظطدغ غظوظلغدطذض 
رعلازسغذفه تصعهخكلتظص شحفغناتزهح خحهدثعزسعب قخسقذزدجني عظخدلرعفمم قزرخثخوزاز نابتطنيفعن ذتشظطقسذزذ ردضشطخازبض 
يجدشخحدجشث يتغدتلخغكظ عوزرظضيقهش كعمذظصثقكج ثيغضحقتظزد سسهثضصدوال عتقدنغظوخد صجبزيكوضحو بلثزرشحخطخ ثوذوفيضمفد 
غيغهيظسوشض جزظطهغظهدا كغكقدقغزدد وعضرظغخقجف مفزحاجملوز سشضثسفثلعك لصتعشنيززض جتلجفضنعكل سطلمشدفزنق يشضهبههقشث 
